Date,Location of Dumpster,Frequency of Waste Collection (days),Volume of Waste Collected (Tonnes),Volume of Waste Collected (Kg),Types of Waste,Operational Schedule
2025-01-21,West Byebass,1,0.031354989142148695,15.76046800075387,MSW,Tuesday
2025-01-21,Testing Ground,1,0.03082147005363422,16.920584036185492,MSW,Tuesday
2025-01-21,Stadium,1,0.01664864640927284,10.100161605346504,MSW,Tuesday
2025-01-21,Power Line,1,0.010014917505272293,12.583558652651803,MSW,Tuesday
2025-01-21,Kobo,1,0.017810984378205885,32.761603237597626,MSW,Tuesday
2025-01-21,Ota Efun,1,0.02739478330764613,29.533738401708025,MSW,Tuesday
2025-01-21,Aregbe,1,0.026905709745333344,10.471419576858915,MSW,Tuesday
2025-01-21,Igbona,1,0.015311736257587675,31.573620353724102,MSW,Tuesday
2025-01-21,MDS,1,0.016654949191075234,39.15857743148533,MSW,Tuesday
2025-01-22,Owode ede,1,0.03079007505463062,33.020203789740876,MSW,Wednesday
2025-01-22,Abere,1,0.018255772268432613,14.95469008675597,MSW,Wednesday
2025-01-22,Old Garage,1,0.03878273979634861,28.67769748110526,MSW,Wednesday
2025-01-22,Alekuwodo,1,0.02781349645494368,26.149195434496438,MSW,Wednesday
2025-01-22,Odi olowo,1,0.013332756650694316,14.280024598573027,MSW,Wednesday
2025-01-22,Ilesha Garage,1,0.027874355540301134,22.34883803355406,MSW,Wednesday
2025-01-22,Ilesha Road,1,0.019062631532087503,18.78217456055524,MSW,Wednesday
2025-01-22,Oja Oba,1,0.03406752261782794,16.320431379370415,MSW,Wednesday
2025-01-22,Station Road,1,0.02466306751754506,23.235243278743006,MSW,Wednesday
2025-01-22,Dada Estate,1,0.037913933138118014,10.468023216388184,MSW,Wednesday
2025-01-22,Dele Yes Sir,1,0.034423923401238676,16.235262368408783,MSW,Wednesday
2025-01-22,West Byebass,1,0.02891982657222663,17.168890523802183,MSW,Wednesday
2025-01-22,Testing Ground,1,0.023727690960172916,23.1229013749864,MSW,Wednesday
2025-01-22,Stadium,1,0.03369068336575465,29.84804267245047,MSW,Wednesday
2025-01-22,Power Line,1,0.023642755001008355,21.064858528712094,MSW,Wednesday
2025-01-22,Kobo,1,0.03509424307561962,30.191880849381537,MSW,Wednesday
2025-01-22,Ota Efun,1,0.014998860334704064,25.29796322850545,MSW,Wednesday
2025-01-22,Aregbe,1,0.022053068994261165,26.670611717954827,MSW,Wednesday
2025-01-22,Igbona,1,0.0383431469498748,33.71211378307214,MSW,Wednesday
2025-01-22,MDS,1,0.017077564169495234,16.893009514831068,MSW,Wednesday
2025-01-23,Owode ede,1,0.020156009800747807,16.509941177861947,MSW,Thursday
2025-01-23,Abere,1,0.019740526204793735,20.14618337202627,MSW,Thursday
2025-01-23,Old Garage,1,0.010815804638514647,25.139891156118082,MSW,Thursday
2025-01-23,Alekuwodo,1,0.035707971693909164,22.756182119277227,MSW,Thursday
2025-01-23,Odi olowo,1,0.01727601352996908,16.755393832899365,MSW,Thursday
2025-01-23,Ilesha Garage,1,0.024654826520158345,34.80369209069405,MSW,Thursday
2025-01-23,Ilesha Road,1,0.012104089496182384,11.189361666511887,MSW,Thursday
2025-01-23,Oja Oba,1,0.037811539004135815,34.91247258751241,MSW,Thursday
2025-01-23,Station Road,1,0.0371652644477707,18.994874346902265,MSW,Thursday
2025-01-23,Dada Estate,1,0.02603503388885623,28.003356322315003,MSW,Thursday
2025-01-23,Dele Yes Sir,1,0.02140278748059164,10.643714886489935,MSW,Thursday
2025-01-23,West Byebass,1,0.023178797599261926,33.73494483002711,MSW,Thursday
2025-01-23,Testing Ground,1,0.01108086632762855,13.205630411340419,MSW,Thursday
2025-01-23,Stadium,1,0.021746461661720465,28.199498350835405,MSW,Thursday
2025-01-23,Power Line,1,0.02193654414017174,25.614595604320236,MSW,Thursday
2025-01-23,Kobo,1,0.035242623624137506,23.644241955066683,MSW,Thursday
2025-01-23,Ota Efun,1,0.025071043941059922,38.3767422206721,MSW,Thursday
2025-01-23,Aregbe,1,0.014853786457935916,38.305163013734926,MSW,Thursday
2025-01-23,Igbona,1,0.018707802104133697,38.4349160454813,MSW,Thursday
2025-01-23,MDS,1,0.034971213432775164,36.389047575103476,MSW,Thursday
2025-01-24,Owode ede,1,0.02538725723683699,39.17882305599916,MSW,Friday
2025-01-24,Abere,1,0.03926251243375606,17.95867352563809,MSW,Friday
2025-01-24,Old Garage,1,0.029287909270134714,17.190382493098788,MSW,Friday
2025-01-24,Alekuwodo,1,0.012625589813448725,29.315854477242684,MSW,Friday
2025-01-24,Odi olowo,1,0.02029521971728978,27.141735763352376,MSW,Friday
2025-01-24,Ilesha Garage,1,0.024976170452506292,33.49374827147703,MSW,Friday
2025-01-24,Ilesha Road,1,0.030649498845673875,32.96427383122861,MSW,Friday
2025-01-24,Oja Oba,1,0.017090549890630195,26.681602346840425,MSW,Friday
2025-01-24,Station Road,1,0.03734202079268089,14.113721589893302,MSW,Friday
2025-01-24,Dada Estate,1,0.03087168684980137,25.79069383794718,MSW,Friday
2025-01-24,Dele Yes Sir,1,0.021522669568674366,14.486170312286205,MSW,Friday
2025-01-24,West Byebass,1,0.030682087907622148,13.869118317903425,MSW,Friday
2025-01-24,Testing Ground,1,0.024243815012722443,34.86903016284671,MSW,Friday
2025-01-24,Stadium,1,0.025144640073739285,21.953224732515878,MSW,Friday
2025-01-24,Power Line,1,0.025424840134347683,24.849467157229444,MSW,Friday
2025-01-24,Kobo,1,0.029731595402050642,27.222858887401113,MSW,Friday
2025-01-24,Ota Efun,1,0.033844502746341085,18.611586979993746,MSW,Friday
2025-01-24,Aregbe,1,0.03941868040906414,12.623323281071098,MSW,Friday
2025-01-24,Igbona,1,0.02724701226692728,21.647647953979387,MSW,Friday
2025-01-24,MDS,1,0.03182489951249378,31.884560651629684,MSW,Friday
2025-01-25,Owode ede,1,0.01960777009324353,30.9648178106675,MSW,Saturday
2025-01-25,Abere,1,0.012962523960203086,35.04425047787988,MSW,Saturday
2025-01-25,Old Garage,1,0.02551292629577752,21.12674732772235,MSW,Saturday
2025-01-25,Alekuwodo,1,0.02475326243123386,28.254618727176606,MSW,Saturday
2025-01-25,Odi olowo,1,0.01337436249470185,21.084641912977986,MSW,Saturday
2025-01-25,Ilesha Garage,1,0.020063171069953367,35.37033252371465,MSW,Saturday
2025-01-25,Ilesha Road,1,0.017974636219075114,37.501211312056014,MSW,Saturday
2025-01-25,Oja Oba,1,0.020441328804083364,15.394374160794445,MSW,Saturday
2025-01-25,Station Road,1,0.01915349469106433,23.998057776995715,MSW,Saturday
2025-01-25,Dada Estate,1,0.03624972473470179,32.28857941479904,MSW,Saturday
2025-01-25,Dele Yes Sir,1,0.024290785339005583,30.48400870194358,MSW,Saturday
2025-01-25,West Byebass,1,0.019102679025350695,22.039957506459572,MSW,Saturday
2025-01-25,Testing Ground,1,0.010980544306439046,29.8340699285308,MSW,Saturday
2025-01-25,Stadium,1,0.02672594926213189,21.78031025607074,MSW,Saturday
2025-01-25,Power Line,1,0.013991161658766507,36.5535930726904,MSW,Saturday
2025-01-25,Kobo,1,0.01116189835935661,38.48512360902484,MSW,Saturday
2025-01-25,Ota Efun,1,0.03150992042206597,14.223583584539405,MSW,Saturday
2025-01-25,Aregbe,1,0.028871388360539457,16.215951098688745,MSW,Saturday
2025-01-25,Igbona,1,0.01157851520810398,28.956380592593515,MSW,Saturday
2025-01-25,MDS,1,0.013160140453929159,20.831626386857067,MSW,Saturday
2025-01-26,Owode ede,1,0.021386124133448155,18.006307140840065,MSW,Sunday
2025-01-26,Abere,1,0.03676239043468071,37.51601124848833,MSW,Sunday
2025-01-26,Old Garage,1,0.03693708889900806,28.698930430544014,MSW,Sunday
2025-01-26,Alekuwodo,1,0.01000031225539712,37.081560465278955,MSW,Sunday
2025-01-26,Odi olowo,1,0.030898971169313186,32.589771264906325,MSW,Sunday
2025-01-26,Ilesha Garage,1,0.030037265757468158,15.790079135283847,MSW,Sunday
2025-01-26,Ilesha Road,1,0.03327035768612455,13.415815730860933,MSW,Sunday
2025-01-26,Oja Oba,1,0.02221418710802754,29.52487736222882,MSW,Sunday
2025-01-26,Station Road,1,0.01337450170489074,13.574852495246745,MSW,Sunday
2025-01-26,Dada Estate,1,0.033888871572068935,10.948507845406034,MSW,Sunday
2025-01-26,Dele Yes Sir,1,0.019852386340598067,17.93185993248588,MSW,Sunday
2025-01-26,West Byebass,1,0.025856980353557407,39.141527718519825,MSW,Sunday
2025-01-26,Testing Ground,1,0.017817750451868182,23.88352476181288,MSW,Sunday
2025-01-26,Stadium,1,0.015319525287906047,15.793161637706367,MSW,Sunday
2025-01-26,Power Line,1,0.013542636963655257,21.678041912853285,MSW,Sunday
2025-01-26,Kobo,1,0.024934368135080265,25.624255581832898,MSW,Sunday
2025-01-26,Ota Efun,1,0.013676656230659258,14.729055260414938,MSW,Sunday
2025-01-26,Aregbe,1,0.032946869655954704,21.39863169059346,MSW,Sunday
2025-01-26,Igbona,1,0.014083087153572689,11.398981862712604,MSW,Sunday
2025-01-26,MDS,1,0.020678027782243612,34.55341781071709,MSW,Sunday
2025-01-27,Owode ede,1,0.03775666774043821,22.92821310431442,MSW,Monday
2025-01-27,Abere,1,0.013233345856965808,19.885835329981845,MSW,Monday
2025-01-27,Old Garage,1,0.013874834374570032,29.404417870446142,MSW,Monday
2025-01-27,Alekuwodo,1,0.028465133805071187,35.43917762894616,MSW,Monday
2025-01-27,Odi olowo,1,0.015707393928750254,32.541145293484846,MSW,Monday
2025-01-27,Ilesha Garage,1,0.02548620037951,30.83894757234705,MSW,Monday
2025-01-27,Ilesha Road,1,0.02571074103692316,13.90950217949173,MSW,Monday
2025-01-27,Oja Oba,1,0.011151072373986994,20.84243251204285,MSW,Monday
2025-01-27,Station Road,1,0.03493651917514284,29.659171128930147,MSW,Monday
2025-01-27,Dada Estate,1,0.011004436384483306,34.50419249625474,MSW,Monday
2025-01-27,Dele Yes Sir,1,0.010017595799977363,10.57427003620192,MSW,Monday
2025-01-27,West Byebass,1,0.032552425491783,33.53472059019897,MSW,Monday
2025-01-27,Testing Ground,1,0.033004572391168746,33.87336653337655,MSW,Monday
2025-01-27,Stadium,1,0.029147635645043593,35.982395189077906,MSW,Monday
2025-01-27,Power Line,1,0.012890679806356066,18.98095384385833,MSW,Monday
2025-01-27,Kobo,1,0.034738386933188176,16.71100601107399,MSW,Monday
2025-01-27,Ota Efun,1,0.03861969127836367,25.00599126007394,MSW,Monday
2025-01-27,Aregbe,1,0.02161609411244984,25.482259923985964,MSW,Monday
2025-01-27,Igbona,1,0.03109030947751138,30.605000959822185,MSW,Monday
2025-01-27,MDS,1,0.016232520790324455,39.97194580699353,MSW,Monday
2025-01-28,Owode ede,1,0.015343310179181828,12.520806552637437,MSW,Tuesday
2025-01-28,Abere,1,0.02065020818286188,22.539832311603043,MSW,Tuesday
2025-01-28,Old Garage,1,0.027367111163341687,39.568485325865005,MSW,Tuesday
2025-01-28,Alekuwodo,1,0.03856665122045471,31.90120205497718,MSW,Tuesday
2025-01-28,Odi olowo,1,0.033637188682262176,26.869790240175835,MSW,Tuesday
2025-01-28,Ilesha Garage,1,0.011365972276391623,26.904310699670877,MSW,Tuesday
2025-01-28,Ilesha Road,1,0.02923710886296367,23.656123086323753,MSW,Tuesday
2025-01-28,Oja Oba,1,0.012742893542190534,33.452216973576824,MSW,Tuesday
2025-01-28,Station Road,1,0.02122356646272601,33.82161524201736,MSW,Tuesday
2025-01-28,Dada Estate,1,0.03608713300381712,31.3946191947531,MSW,Tuesday
2025-01-28,Dele Yes Sir,1,0.015536359415829579,17.812942848024154,MSW,Tuesday
2025-01-28,West Byebass,1,0.013147239906655978,36.036319121177094,MSW,Tuesday
2025-01-28,Testing Ground,1,0.038789815665765504,39.38380248007674,MSW,Tuesday
2025-01-28,Stadium,1,0.03240583812816359,15.478099519302411,MSW,Tuesday
2025-01-28,Power Line,1,0.017450017978359173,36.93653541513093,MSW,Tuesday
2025-01-28,Kobo,1,0.024330428161648515,19.7246391050786,MSW,Tuesday
2025-01-28,Ota Efun,1,0.0333088996448795,30.431127941973752,MSW,Tuesday
2025-01-28,Aregbe,1,0.0198030210309979,29.37116390832687,MSW,Tuesday
2025-01-28,Igbona,1,0.02146436534214896,35.02172957897436,MSW,Tuesday
2025-01-28,MDS,1,0.035596551218573635,28.619014278867933,MSW,Tuesday
2025-01-29,Owode ede,1,0.01291514856151211,23.265282456165373,MSW,Wednesday
2025-01-29,Abere,1,0.016190589614524603,10.001287480825912,MSW,Wednesday
2025-01-29,Old Garage,1,0.016295193157482783,18.85578183244552,MSW,Wednesday
2025-01-29,Alekuwodo,1,0.018113554330179367,14.974201239241383,MSW,Wednesday
2025-01-29,Odi olowo,1,0.022771560851888882,28.308483680163448,MSW,Wednesday
2025-01-29,Ilesha Garage,1,0.02274694505449021,36.10572799660642,MSW,Wednesday
2025-01-29,Ilesha Road,1,0.013099282204672656,36.542423995852275,MSW,Wednesday
2025-01-29,Oja Oba,1,0.021456644050533956,25.913529786800616,MSW,Wednesday
2025-01-29,Station Road,1,0.038098920953162016,24.94565871895012,MSW,Wednesday
2025-01-29,Dada Estate,1,0.021199023775915503,25.608062683633975,MSW,Wednesday
2025-01-29,Dele Yes Sir,1,0.022273233615789173,18.496925990257722,MSW,Wednesday
2025-01-29,West Byebass,1,0.029141456359009887,11.420817283174753,MSW,Wednesday
2025-01-29,Testing Ground,1,0.011770618124736927,29.93498014963828,MSW,Wednesday
2025-01-29,Stadium,1,0.037667586418424784,36.64337241418832,MSW,Wednesday
2025-01-29,Power Line,1,0.015110264641600927,34.30248349413945,MSW,Wednesday
2025-01-29,Kobo,1,0.012424843683978925,15.076743066948548,MSW,Wednesday
2025-01-29,Ota Efun,1,0.03693814794427764,27.660540760390344,MSW,Wednesday
2025-01-29,Aregbe,1,0.036379388148275835,23.90226896136901,MSW,Wednesday
2025-01-29,Igbona,1,0.03591244873271771,25.941399426623384,MSW,Wednesday
2025-01-29,MDS,1,0.01987639433128137,13.92444996975952,MSW,Wednesday
2025-01-30,Owode ede,1,0.03809276752507498,11.376832813644015,MSW,Thursday
2025-01-30,Abere,1,0.03576154656335353,22.57989399376143,MSW,Thursday
2025-01-30,Old Garage,1,0.026197191154903765,28.545844327226813,MSW,Thursday
2025-01-30,Alekuwodo,1,0.033349010037416714,23.419673172119303,MSW,Thursday
2025-01-30,Odi olowo,1,0.033897570825978954,38.60727495769473,MSW,Thursday
2025-01-30,Ilesha Garage,1,0.03757258738065301,39.84608790020904,MSW,Thursday
2025-01-30,Ilesha Road,1,0.014233616760619256,12.810625612685813,MSW,Thursday
2025-01-30,Oja Oba,1,0.01357611859878702,39.835110090432806,MSW,Thursday
2025-01-30,Station Road,1,0.02639967936349339,37.982384053820105,MSW,Thursday
2025-01-30,Dada Estate,1,0.03282056566599224,15.29475606692918,MSW,Thursday
2025-01-30,Dele Yes Sir,1,0.03699102091860908,14.656451024768604,MSW,Thursday
2025-01-30,West Byebass,1,0.023692558883116818,32.15640618813593,MSW,Thursday
2025-01-30,Testing Ground,1,0.03961935830390063,39.74574204085902,MSW,Thursday
2025-01-30,Stadium,1,0.023234728743920484,14.382794160180413,MSW,Thursday
2025-01-30,Power Line,1,0.01059440095096896,24.502074150491424,MSW,Thursday
2025-01-30,Kobo,1,0.03914415281188001,17.22126118765318,MSW,Thursday
2025-01-30,Ota Efun,1,0.022653479153923475,31.563283539062443,MSW,Thursday
2025-01-30,Aregbe,1,0.014321654034440013,24.98666303668465,MSW,Thursday
2025-01-30,Igbona,1,0.026889447542309673,14.540184889701436,MSW,Thursday
2025-01-30,MDS,1,0.02637002784661127,23.160818135100943,MSW,Thursday
2025-01-31,Owode ede,1,0.010982053511858252,31.425668035210816,MSW,Friday
2025-01-31,Abere,1,0.03943972360260365,10.829604733400494,MSW,Friday
2025-01-31,Old Garage,1,0.024964017637568968,36.29751814429508,MSW,Friday
2025-01-31,Alekuwodo,1,0.02119341465616495,24.533772782197772,MSW,Friday
2025-01-31,Odi olowo,1,0.0358994760037426,36.31018762376404,MSW,Friday
2025-01-31,Ilesha Garage,1,0.017678058620803946,25.9000814479882,MSW,Friday
2025-01-31,Ilesha Road,1,0.030258833415643747,37.51925086342942,MSW,Friday
2025-01-31,Oja Oba,1,0.03642339129938876,34.7677626095986,MSW,Friday
2025-01-31,Station Road,1,0.012932339539468455,37.23446368151008,MSW,Friday
2025-01-31,Dada Estate,1,0.03672329752510064,32.535105042445274,MSW,Friday
2025-01-31,Dele Yes Sir,1,0.02741842022562059,25.31816487872892,MSW,Friday
2025-01-31,West Byebass,1,0.03352281277672052,23.775330558399702,MSW,Friday
2025-01-31,Testing Ground,1,0.01422758706792784,20.339876155604838,MSW,Friday
2025-01-31,Stadium,1,0.010490058499261181,31.40250551990668,MSW,Friday
2025-01-31,Power Line,1,0.023426403411845705,24.72249192264169,MSW,Friday
2025-01-31,Kobo,1,0.011580247654092286,21.3054532156549,MSW,Friday
2025-01-31,Ota Efun,1,0.01947337893749134,22.6312537905115,MSW,Friday
2025-01-31,Aregbe,1,0.014244810430285963,16.055099118949663,MSW,Friday
2025-01-31,Igbona,1,0.03053968993755906,23.080649436292845,MSW,Friday
2025-01-31,MDS,1,0.03970664360340597,14.709606191096132,MSW,Friday
2025-02-01,Owode ede,1,0.016718275031261155,21.490560414903573,MSW,Saturday
2025-02-01,Abere,1,0.03731096074981324,38.32425484317427,MSW,Saturday
2025-02-01,Old Garage,1,0.012726068184562542,38.052576891613896,MSW,Saturday
2025-02-01,Alekuwodo,1,0.02321392348897634,27.866249414504615,MSW,Saturday
2025-02-01,Odi olowo,1,0.021378079014097953,20.226679516296002,MSW,Saturday
2025-02-01,Ilesha Garage,1,0.03670229130933042,37.06856339487532,MSW,Saturday
2025-02-01,Ilesha Road,1,0.022449201969714006,11.317030596493558,MSW,Saturday
2025-02-01,Oja Oba,1,0.014104423493261596,24.18462929647184,MSW,Saturday
2025-02-01,Station Road,1,0.021349377248177287,26.046284581412603,MSW,Saturday
2025-02-01,Dada Estate,1,0.01944662953052898,12.477524399119668,MSW,Saturday
2025-02-01,Dele Yes Sir,1,0.013176280162933953,11.979639613785725,MSW,Saturday
2025-02-01,West Byebass,1,0.01509067238228744,15.697406570799593,MSW,Saturday
2025-02-01,Testing Ground,1,0.019540698166863987,32.198836127303814,MSW,Saturday
2025-02-01,Stadium,1,0.03153169648174573,34.91803004117663,MSW,Saturday
2025-02-01,Power Line,1,0.014583545148648258,22.66290263791174,MSW,Saturday
2025-02-01,Kobo,1,0.026731527655212993,29.544610575373962,MSW,Saturday
2025-02-01,Ota Efun,1,0.03272999525637395,29.81323237243449,MSW,Saturday
2025-02-01,Aregbe,1,0.038381437149121456,22.085723417286548,MSW,Saturday
2025-02-01,Igbona,1,0.010359720674814065,18.764375862674306,MSW,Saturday
2025-02-01,MDS,1,0.013540373761358917,26.44501421936767,MSW,Saturday
2025-02-02,Owode ede,1,0.01876096196889934,13.851606282669575,MSW,Sunday
2025-02-02,Abere,1,0.03532715690051935,16.257131006596893,MSW,Sunday
2025-02-02,Old Garage,1,0.02185577980834528,17.462833620775207,MSW,Sunday
2025-02-02,Alekuwodo,1,0.014591796696196552,18.98288900393331,MSW,Sunday
2025-02-02,Odi olowo,1,0.02441335595193849,18.40408546369168,MSW,Sunday
2025-02-02,Ilesha Garage,1,0.031242552675337196,32.26010967293153,MSW,Sunday
2025-02-02,Ilesha Road,1,0.011267688600970042,11.559927488839232,MSW,Sunday
2025-02-02,Oja Oba,1,0.03193797681928445,35.432848232954896,MSW,Sunday
2025-02-02,Station Road,1,0.014469327654568816,35.57651854576402,MSW,Sunday
2025-02-02,Dada Estate,1,0.01694149745605145,38.4159222362088,MSW,Sunday
2025-02-02,Dele Yes Sir,1,0.01708793095624633,23.525722693723125,MSW,Sunday
2025-02-02,West Byebass,1,0.02472879573552956,15.47941026286518,MSW,Sunday
2025-02-02,Testing Ground,1,0.02857251519667315,21.25170925972786,MSW,Sunday
2025-02-02,Stadium,1,0.017390652052781976,19.567962193530736,MSW,Sunday
2025-02-02,Power Line,1,0.020495319677865532,27.541768925619067,MSW,Sunday
2025-02-02,Kobo,1,0.03906671516647484,24.11319512484275,MSW,Sunday
2025-02-02,Ota Efun,1,0.022395907351605945,13.78796091748694,MSW,Sunday
2025-02-02,Aregbe,1,0.017347819083323432,11.383381072105342,MSW,Sunday
2025-02-02,Igbona,1,0.035264827567140423,26.72423211529083,MSW,Sunday
2025-02-02,MDS,1,0.027852770143502098,11.886610033531777,MSW,Sunday
2025-02-03,Owode ede,1,0.027556615739892154,14.493367669075546,MSW,Monday
2025-02-03,Abere,1,0.034129019079979735,35.76690098483625,MSW,Monday
2025-02-03,Old Garage,1,0.03653152659753081,33.08555257246502,MSW,Monday
2025-02-03,Alekuwodo,1,0.013128196821959273,31.605085467569072,MSW,Monday
2025-02-03,Odi olowo,1,0.03726316164693277,28.507492840048606,MSW,Monday
2025-02-03,Ilesha Garage,1,0.03915581252584794,39.785478660295595,MSW,Monday
2025-02-03,Ilesha Road,1,0.01370186112386932,11.036892823604811,MSW,Monday
2025-02-03,Oja Oba,1,0.014140067412296429,29.999757223260175,MSW,Monday
2025-02-03,Station Road,1,0.033841057274961284,32.38271448898094,MSW,Monday
2025-02-03,Dada Estate,1,0.022892137750971934,19.764022068145458,MSW,Monday
2025-02-03,Dele Yes Sir,1,0.030718752797115174,17.89457335681147,MSW,Monday
2025-02-03,West Byebass,1,0.03171588449799301,35.24955774990721,MSW,Monday
2025-02-03,Testing Ground,1,0.016570116945728772,34.697959861929185,MSW,Monday
2025-02-03,Stadium,1,0.017932852169651996,28.124199615456863,MSW,Monday
2025-02-03,Power Line,1,0.0204984395172157,29.17689219516578,MSW,Monday
2025-02-03,Kobo,1,0.011767381421147366,28.038205056217073,MSW,Monday
2025-02-03,Ota Efun,1,0.01909433300673838,35.11987252684162,MSW,Monday
2025-02-03,Aregbe,1,0.015902164361352937,31.839660603905592,MSW,Monday
2025-02-03,Igbona,1,0.012331473061319164,27.962276584777108,MSW,Monday
2025-02-03,MDS,1,0.02101140206343508,20.555651790508076,MSW,Monday
2025-02-04,Owode ede,1,0.015821337860958247,30.672986188700055,MSW,Tuesday
2025-02-04,Abere,1,0.03872929499120512,16.18381965121808,MSW,Tuesday
2025-02-04,Old Garage,1,0.012317007768924238,19.451431618388234,MSW,Tuesday
2025-02-04,Alekuwodo,1,0.015549266657576527,18.86668205962396,MSW,Tuesday
2025-02-04,Odi olowo,1,0.03727061621379946,27.604787415659647,MSW,Tuesday
2025-02-04,Ilesha Garage,1,0.026975086156231343,13.072706678227231,MSW,Tuesday
2025-02-04,Ilesha Road,1,0.03277483372356848,39.61212858750167,MSW,Tuesday
2025-02-04,Oja Oba,1,0.01894617630333463,32.00426842261662,MSW,Tuesday
2025-02-04,Station Road,1,0.024188568303860986,16.060144946817008,MSW,Tuesday
2025-02-04,Dada Estate,1,0.030960563461630466,27.91449139179707,MSW,Tuesday
2025-02-04,Dele Yes Sir,1,0.032925794075549415,13.498357133831556,MSW,Tuesday
2025-02-04,West Byebass,1,0.01913058478710243,25.519619046699578,MSW,Tuesday
2025-02-04,Testing Ground,1,0.025354808807497686,34.18102872667173,MSW,Tuesday
2025-02-04,Stadium,1,0.013400557206878213,33.91856054948106,MSW,Tuesday
2025-02-04,Power Line,1,0.02443902469434262,19.1005441435064,MSW,Tuesday
2025-02-04,Kobo,1,0.031420388121664394,30.370474824584402,MSW,Tuesday
2025-02-04,Ota Efun,1,0.03952745441687936,34.59145668708938,MSW,Tuesday
2025-02-04,Aregbe,1,0.03510889107091267,15.022117547677265,MSW,Tuesday
2025-02-04,Igbona,1,0.03108012377854579,16.82611815205338,MSW,Tuesday
2025-02-04,MDS,1,0.019661071625151627,12.208517479706659,MSW,Tuesday
2025-02-05,Owode ede,1,0.030895387821936862,30.014064529840326,MSW,Wednesday
2025-02-05,Abere,1,0.02168557417153579,14.716462008008977,MSW,Wednesday
2025-02-05,Old Garage,1,0.017336340429921583,36.24557584305079,MSW,Wednesday
2025-02-05,Alekuwodo,1,0.02898635527577474,23.82384776695581,MSW,Wednesday
2025-02-05,Odi olowo,1,0.03511515979557038,26.731084849261563,MSW,Wednesday
2025-02-05,Ilesha Garage,1,0.016451869008607515,30.48806073133263,MSW,Wednesday
2025-02-05,Ilesha Road,1,0.035079433298201956,38.04572572347666,MSW,Wednesday
2025-02-05,Oja Oba,1,0.030865054844096018,37.71757121064854,MSW,Wednesday
2025-02-05,Station Road,1,0.0178858297382156,26.70050391249759,MSW,Wednesday
2025-02-05,Dada Estate,1,0.0351556993629157,33.04724259841676,MSW,Wednesday
2025-02-05,Dele Yes Sir,1,0.0334040038955786,26.410782043749773,MSW,Wednesday
2025-02-05,West Byebass,1,0.02818714953383531,21.967343198794,MSW,Wednesday
2025-02-05,Testing Ground,1,0.02643503831679085,39.03390318990462,MSW,Wednesday
2025-02-05,Stadium,1,0.016462942685870473,14.283824857737894,MSW,Wednesday
2025-02-05,Power Line,1,0.030441398264450165,33.144356870910684,MSW,Wednesday
2025-02-05,Kobo,1,0.022485704461599625,14.544173014725406,MSW,Wednesday
2025-02-05,Ota Efun,1,0.013616564171878506,17.688299719662865,MSW,Wednesday
2025-02-05,Aregbe,1,0.02482008629094245,38.635941399893994,MSW,Wednesday
2025-02-05,Igbona,1,0.03862540742886721,29.740612498839106,MSW,Wednesday
2025-02-05,MDS,1,0.03343433669095405,37.744219597432306,MSW,Wednesday
2025-02-06,Owode ede,1,0.023046135795488462,28.1950518875245,MSW,Thursday
2025-02-06,Abere,1,0.01098114248352062,30.61513518669248,MSW,Thursday
2025-02-06,Old Garage,1,0.03666287908340002,32.330561357814744,MSW,Thursday
2025-02-06,Alekuwodo,1,0.020190108732950917,22.700263322437355,MSW,Thursday
2025-02-06,Odi olowo,1,0.01121247386981761,39.63768936827303,MSW,Thursday
2025-02-06,Ilesha Garage,1,0.03940924421682637,11.91340676908972,MSW,Thursday
2025-02-06,Ilesha Road,1,0.012996039271871308,35.83500993200222,MSW,Thursday
2025-02-06,Oja Oba,1,0.010327901811439992,39.03142173597374,MSW,Thursday
2025-02-06,Station Road,1,0.01746456890578321,35.78121975579468,MSW,Thursday
2025-02-06,Dada Estate,1,0.02279018469814771,19.583742508785033,MSW,Thursday
2025-02-06,Dele Yes Sir,1,0.015603680153377339,25.995046546149304,MSW,Thursday
2025-02-06,West Byebass,1,0.03177240035182135,34.78633131136854,MSW,Thursday
2025-02-06,Testing Ground,1,0.01175557583566868,20.62003846804864,MSW,Thursday
2025-02-06,Stadium,1,0.01990161702729475,13.683910803387693,MSW,Thursday
2025-02-06,Power Line,1,0.029770871576542825,14.434716184051615,MSW,Thursday
2025-02-06,Kobo,1,0.032904217330839106,35.12550251561102,MSW,Thursday
2025-02-06,Ota Efun,1,0.020336659691838697,35.88287238985716,MSW,Thursday
2025-02-06,Aregbe,1,0.02205284532101548,11.847715449237674,MSW,Thursday
2025-02-06,Igbona,1,0.016882128804598245,37.34064445036883,MSW,Thursday
2025-02-06,MDS,1,0.020197755866604293,26.728949811534406,MSW,Thursday
2025-02-07,Owode ede,1,0.018748643471738075,29.376744047027348,MSW,Friday
2025-02-07,Abere,1,0.034797278610325284,38.723559354689186,MSW,Friday
2025-02-07,Old Garage,1,0.0327657294344055,28.88785212553731,MSW,Friday
2025-02-07,Alekuwodo,1,0.036092869870429034,31.38208946240428,MSW,Friday
2025-02-07,Odi olowo,1,0.015294888731457155,26.19822775370113,MSW,Friday
2025-02-07,Ilesha Garage,1,0.039192339940582334,14.912136657030327,MSW,Friday
2025-02-07,Ilesha Road,1,0.025100545908730135,14.553518659410724,MSW,Friday
